Binomial.1.2,k_medoid_herbivore,Mass.Method,Mass.Source,Mass.Comparison,Mass.Comparison.Source,Browsing.Grazing.Method,Browsing.Grazing.Source,Browsing.Grazing.Notes,Fermentation.Type.Method,Fermentation.Type.Source,Fermentation.Type.Notes,Substrate.Source,Substrate.Notes,Food.Handling,Food.Handling.Notes,Food.Handling.Source,Foot.Type.Coarse,Foot.Type.Notes,Foot.Type.Source,Diet.Seed,Diet.Fruit,Diet.Nectar,Diet.Root,Herd.Size,Herd.Size.Notes,Herd.Size.Source,Digging.Rooting,Digging.Rooting.Methods,Digging.Rooting.Notes,Digging.Rooting.Source,Other.Notes
Oryx_gazella,yes,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Estimated,1,NA,Reported Family,2,NA,"1, 104",NA,Mouth,,NA,hoofed,two-toed unguligrade,Kubo et al. 2019,0,2,0,2,Gregarious,NA,11,well-digging,,,Hamilton et al. 1977,NA
Oryx_leucoryx,yes,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Estimated,1,NA,Reported Family,2,NA,"1, 104",NA,Mouth,,NA,hoofed,two-toed unguligrade,Kubo et al. 2019,0,0,0,2,Gregarious,NA,1,,,,,NA
Ourebia_ourebi,yes,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Estimated,1,NA,Reported Family,2,NA,"1, 104",NA,Mouth,,NA,hoofed,two-toed unguligrade,Kubo et al. 2019,0,0,0,0,Gregarious,NA,11,,,,,NA
Ovibos_moschatus,yes,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Estimated,1,NA,Reported Family,2,NA,"1, 104",NA,Mouth,,NA,hoofed,two-toed unguligrade,Kubo et al. 2019,0,0,0,0,Gregarious,NA,1,,,,,NA
Ovis_ammon,yes,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Estimated,1,NA,Reported Family,2,NA,"1, 104",NA,Mouth,,NA,hoofed,two-toed unguligrade,Kubo et al. 2019,0,0,0,0,Gregarious,NA,1,,,,,NA
Ovis_aries,yes,Reported,"Jones, K.E., et al. 2009. PanTHERIA: a species-level database of life history, ecology, and geography of extant and recently extinct mammals. Ecology 90:2648.",NA,NA,Estimated,"1,35","According to the Handbook of the mammals of the world, O. orientalis is a hybrid between O. gmelini and O.cycloceros. The diet is based on the description for both species",Reported Family,2,NA,"1, 104",NA,Mouth,,NA,hoofed,two-toed unguligrade,Kubo et al. 2019,3,0,0,0,Gregarious,NA,The source sees this species a hybrid. Based on O. cycloceros,,,,,NA
Ovis_canadensis,yes,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Estimated,1,NA,Reported Family,2,NA,"1, 104",NA,Mouth,,NA,hoofed,two-toed unguligrade,Kubo et al. 2019,0,0,0,0,Gregarious,NA,1,,,,,NA
Ovis_dalli,yes,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Estimated,1,NA,Reported Family,2,NA,"1, 104",NA,Mouth,,NA,hoofed,two-toed unguligrade,Kubo et al. 2019,0,0,0,0,Gregarious,NA,1,,,,,NA
Ovis_nivicola,yes,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Estimated,1,NA,Reported Family,2,NA,"1, 104",NA,Mouth,,NA,hoofed,two-toed unguligrade,Kubo et al. 2019,0,0,0,0,Gregarious,NA,1,,,,,NA
Ovis_orientalis,yes,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Estimated,"1,35","According to the Handbook of the mammals of the world, O. orientalis is a hybrid between O. gmelini and O.cycloceros. The diet is based on the description for both species",Reported Family,2,NA,"1, 104",NA,Mouth,,NA,hoofed,two-toed unguligrade,Reported morphology Genus,3,0,0,0,Gregarious,NA,The source sees this species a hybrid. Based on O. cycloceros,,,,,NA
Ozotoceros_bezoarticus,yes,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Estimated,1,NA,Reported Family,2,NA,"1, 104",NA,Mouth,,NA,hoofed,2-toed unguligrade,Kubo et al. 2019,0,0,0,0,Gregarious,NA,1,,,,,NA
Pachylemur_insignis,yes,Reported,"Werdelin L & Sanders WJ (eds) Cenozoic Mammals of Africa (2010). Subfossil Lemurs of Madagascar Godfrey LR, Jungers WL, Burney DA",NA,NA,Estimated Dental wear (microwear) Species,"Godfrey, L. R., Semprebon, G. M., Jungers, W. L., Sutherland, M. R., Simons, E. L., Solounias, N., & Solouniase, N. (2004). Dental use wear in extinct lemurs: evidence of diet and niche differentiation. Journal of Human Evolution, 47(3), 145â€“169. https://doi.org/10.1016/j.jhevol.2004.06.003",,Extrapolated from extant Family,"Campbell, J.L., et al. 2000. Description of the Gastrointestinal Tract of Five Lemur Species: Propithecus tattersalli, Propithecus verreauxicoquereli, Varecia variegata, Hapalemur griseus, and Lemur catta. American Journal of Primatology 52:133-142.",Extant Lemuridae have cecum (Lemur) or colon (Hapalemur) based fermentation,Jungers et al. 2005,NA,NA,,NA,soft,,Reported morphology order,0,3,NA,NA,NA,NA,NA,,,,,NA
Pachylemur_jullyi,yes,Reported,"Werdelin L & Sanders WJ (eds) Cenozoic Mammals of Africa (2010). Subfossil Lemurs of Madagascar Godfrey LR, Jungers WL, Burney DA",NA,NA,Estimated Dental wear (microwear) Species,"Godfrey, L. R., Semprebon, G. M., Jungers, W. L., Sutherland, M. R., Simons, E. L., Solounias, N., & Solouniase, N. (2004). Dental use wear in extinct lemurs: evidence of diet and niche differentiation. Journal of Human Evolution, 47(3), 145â€“169. https://doi.org/10.1016/j.jhevol.2004.06.003",,Extrapolated from extant Family,"Campbell, J.L., et al. 2000. Description of the Gastrointestinal Tract of Five Lemur Species: Propithecus tattersalli, Propithecus verreauxicoquereli, Varecia variegata, Hapalemur griseus, and Lemur catta. American Journal of Primatology 52:133-142.",Extant Lemuridae have cecum (Lemur) or colon (Hapalemur) based fermentation,Jungers et al. 2005,NA,NA,,NA,soft,,Reported morphology order,0,3,NA,NA,NA,NA,NA,,,,,NA
Palaeolama_major,yes,Assumed isometric based on mandible size,Geobios 32: 629-659 (1999),Hemiauchenia_paradoxa,Geobios 32: 629-659 (1999),Estimated Observed Species,"Marcolino, C. P., Isaias, R. M. dos S., Cozzuol, M. A., Cartelle, C., & Dantas, M. A. T. (2012). Diet of Palaeolama major (Camelidae) of Bahia, Brazil, inferred from coprolites. Quaternary International, 278, 81â€“86. https://doi.org/10.1016/J.QUAINT.2012.04.002",,Reported Family,extrapolated based on extant relatives,NA,"1, 104",NA,Mouth,,NA,soft,,Reported morphology Family,NA,NA,NA,NA,NA,NA,NA,,,,,Adapted to rocky mountainous environments (Figueroa 2016)
Palaeolama_mirifica,yes,Reported,Ecological Archives E084-094 (2003),NA,NA,Estimated Dental wear (mesowear + microwear) Species,"Semprebon, G. M., & Rivals, F. (2010). Trends in the paleodietary habits of fossil camels from the Tertiary and Quaternary of North America. Palaeogeography, Palaeoclimatology, Palaeoecology, 295(1â€“2), 131â€“145. https://doi.org/10.1016/J.PALAEO.2010.05.033",,Reported Family,extrapolated based on extant relatives,NA,"1, 104",NA,Mouth,,NA,soft,,Reported morphology Family,0,0,0,0,NA,NA,NA,,,,,Adapted to rocky mountainous environments (Figueroa 2016)
Palaeolama_weddeli,yes,Assumed isometric based on mandible size,Geobios 32: 629-659 (1999),Hemiauchenia_paradoxa,Geobios 32: 629-659 (1999),Estimated Isotopes (C13) Genus,"de Melo FranÃ§a, L., de Asevedo, L., Dantas, M. A. T., Bocchiglieri, A., Avilla, L. dos S., Lopes, R. P., & da Silva, J. L. L. (2015). Review of feeding ecology data of Late Pleistocene mammalian herbivores from South America and discussions on niche differentiation. Earth-Science Reviews, 140, 158â€“165. https://doi.org/10.1016/J.EARSCIREV.2014.10.006",,Reported Family,extrapolated based on extant relatives,NA,"1, 104",NA,Mouth,,NA,soft,,Reported morphology Family,NA,NA,NA,NA,NA,NA,NA,,,,,Particularly adapted to rocky mountainous environments (Figueroa 2016)
Palaeopropithecus_ingens,yes,Reported,"Werdelin L & Sanders WJ (eds) Cenozoic Mammals of Africa (2010). Subfossil Lemurs of Madagascar Godfrey LR, Jungers WL, Burney DA",NA,NA,Estimated Dental wear (microwear) Species,"Godfrey, L. R., Semprebon, G. M., Jungers, W. L., Sutherland, M. R., Simons, E. L., Solounias, N., & Solouniase, N. (2004). Dental use wear in extinct lemurs: evidence of diet and niche differentiation. Journal of Human Evolution, 47(3), 145â€“169. https://doi.org/10.1016/j.jhevol.2004.06.003",,Extrapolated from putative sister family,"Campbell, J.L., et al. 2000. Description of the Gastrointestinal Tract of Five Lemur Species: Propithecus tattersalli, Propithecus verreauxicoquereli, Varecia variegata, Hapalemur griseus, and Lemur catta. American Journal of Primatology 52:133-142.; Lambert, J. E. 1998. Primate digestion: interactions among anatomy, physiology, and feeding ecology. Evolutionary Anthropology 7(1): 8-20.","Sister family to Indriidae, which are specizlied cecum fermenters","Jungers et al. 1997, Shapiro L. J. et al. 2005. Morphometric analysis of lumbar vertebrae in extinct Malagasay Strepsirrhines. American Journal of Physical Anthropology 126:000-000",NA,NA,,NA,soft,,Reported morphology order,1,3,NA,NA,NA,NA,NA,,,,,NA
Palaeopropithecus_maximus,yes,Reported,"Werdelin L & Sanders WJ (eds) Cenozoic Mammals of Africa (2010). Subfossil Lemurs of Madagascar Godfrey LR, Jungers WL, Burney DA",NA,NA,Estimated Dental wear (microwear) Species,"Godfrey, L. R., Semprebon, G. M., Jungers, W. L., Sutherland, M. R., Simons, E. L., Solounias, N., & Solouniase, N. (2004). Dental use wear in extinct lemurs: evidence of diet and niche differentiation. Journal of Human Evolution, 47(3), 145â€“169. https://doi.org/10.1016/j.jhevol.2004.06.003",,Extrapolated from putative sister family,"Campbell, J.L., et al. 2000. Description of the Gastrointestinal Tract of Five Lemur Species: Propithecus tattersalli, Propithecus verreauxicoquereli, Varecia variegata, Hapalemur griseus, and Lemur catta. American Journal of Primatology 52:133-142.; Lambert, J. E. 1998. Primate digestion: interactions among anatomy, physiology, and feeding ecology. Evolutionary Anthropology 7(1): 8-20.","Sister family to Indriidae, which are specizlied cecum fermenters","Jungers et al. 1997, Shapiro L. J. et al. 2005. Morphometric analysis of lumbar vertebrae in extinct Malagasay Strepsirrhines. American Journal of Physical Anthropology 126:000-000",NA,NA,,NA,soft,,Reported morphology order,1,3,NA,NA,NA,NA,NA,,,,,NA
Palorchestes_azeal,yes,Reported,Johnson C Australia‰Û¡Ì_åÁÌÎÌùÌ´åÈs Mammal Extinctions. A 50000 year History (2007),NA,NA,Estimated Expert Species,"Johnson, C. N., & Prideaux, G. J. (2004). Extinctions of herbivorous mammals in the late Pleistocene of Australia in relation to their feeding ecology: No evidence for environmental change as cause of extinction. Austral Ecology, 29, 553â€“557. Retrieved from https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1442-9993.2004.01389.x;ï»¿ Lyndall, D. (2006). An ecophysiological approach to the extinction of large marsupial herbivores in middle and late Pleistocene Australia. Alcheringa, 30, 81â€“114. https://doi.org/10.1080/03115510609506857",Species,Extrapolated from extant relatives,Dawson 2006,"Not clear how author determined this, but Vombatidae and Phascolarctidae are both hindgut fermenters",https://australianmuseum.net.au/palorchestes-azeal,Forest,Proboscis/giraffe-like tongue/scansorial and fossorial arms,,https://australianmuseum.net.au/palorchestes-azeal,soft,,Reported morphology Family,NA,NA,NA,2,NA,NA,NA,rooting,,,Johnson & Prideaux 2004,NA
Pampatherium_humboldti,yes,Reported,Ecological Archives E084-094 (2003),NA,NA,Estimated Craniodental Species,"De Iuliis, G., Bargo, M. S., & Vizcaino, S. F. (2000). Variation in skull morphology and mastication in the fossil giant armadillos Pampatherium spp. and allied genera (Mammalia: Xenarthra: Pampatheriidae), with comments on their systematics and distribution. Journal of Vertebrate Paleontology, 20(4), 743â€“754. https://doi.org/10.1671/0272-4634(2000)020[0743:VISMAM]2.0.CO;2","""""""""""""""""Grazer""""""""""""""""",Inferred: methods unclear but is a likely possibility,Smith et al. 2010,"The extant relatives, armadillos, are insectivores and have simple sac stomachs. Some have suggested the same for glyptodonts (Bocherens et al. 2017), but how they could sustain their metabolism as herbivores without fermentation seems dubious. Bocherens et al. 2017 found that their isotopic values (for Doedicurus spp, Glyptodon spp, Glyptotherium) suggested either aquatic habitat or a high fermentation rate. Vizcaino et al. 2011 suggested that given the estimated low metabolic rate of Xenarthans but the relatively complex teeth of cingulates compared to sloths, that sloths have higher fermentation in digestive tract than glyptodonts. These animals were likely hindgut and likely hingut colon, since there are no large mammals that use caecums",Inferred from absence of evidence,NA,Mouth,,NA,soft,,Superina and Loughry 2011,NA,NA,NA,NA,NA,NA,NA,Digging/burrowing,Morphology,,Lopes et al. 2016 Ichnos,NA
Pampatherium_typum,yes,Reported,Ecological Archives E084-094 (2003),NA,NA,Estimated Craniodental Species,"De Iuliis, G., Bargo, M. S., & Vizcaino, S. F. (2000). Variation in skull morphology and mastication in the fossil giant armadillos Pampatherium spp. and allied genera (Mammalia: Xenarthra: Pampatheriidae), with comments on their systematics and distribution. Journal of Vertebrate Paleontology, 20(4), 743â€“754. https://doi.org/10.1671/0272-4634(2000)020[0743:VISMAM]2.0.CO;2","""""""""""""""""Grazer""""""""""""""""",Inferred: methods unclear but is a likely possibility,Smith et al. 2010,"The extant relatives, armadillos, are insectivores and have simple sac stomachs. Some have suggested the same for glyptodonts (Bocherens et al. 2017), but how they could sustain their metabolism as herbivores without fermentation seems dubious. Bocherens et al. 2017 found that their isotopic values (for Doedicurus spp, Glyptodon spp, Glyptotherium) suggested either aquatic habitat or a high fermentation rate. Vizcaino et al. 2011 suggested that given the estimated low metabolic rate of Xenarthans but the relatively complex teeth of cingulates compared to sloths, that sloths have higher fermentation in digestive tract than glyptodonts. These animals were likely hindgut and likely hingut colon, since there are no large mammals that use caecums",Inferred from absence of evidence,NA,Mouth,,NA,soft,,Superina and Loughry 2011,NA,NA,NA,NA,NA,NA,NA,Digging/burrowing,Morphology,,Lopes et al. 2016 Ichnos,NA
Pan_paniscus,yes,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Estimated,14,NA,Reported Family,"2, 3",NA,14,NA,NA,,NA,soft,,Kubo et al. 2019,2,3,0,0,Gregarious,NA,14,,,,,NA
Pan_troglodytes,yes,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Estimated,14,NA,Reported Family,"2, 3",NA,14,NA,NA,,NA,soft,,Kubo et al. 2019,2,3,0,0,Gregarious,NA,14,,,,,NA
Panochthus_tuberculatus,yes,Reported,Ecological Archives E084-094 (2003),NA,NA,Estimated Craniodental Species,"Vizcaino, S. F., Cassini, G. H., Fernicola, J. C., & Bargo, M. S. (2011). Evaluating habitats and feeding habits through ecomorphological features in glyptodonts (Mammalia, Xenarthra). Ameghiniana, 48(3), 305-319.","""""""""""""""""bulk feeder in open environments""""""""""""""""",Inferred: methods unclear but is a likely possibility,Smith et al. 2010,"The extant relatives, armadillos, are insectivores and have simple sac stomachs. Some have suggested the same for glyptodonts (Bocherens et al. 2017), but how they could sustain their metabolism as herbivores without fermentation seems dubious. Bocherens et al. 2017 found that their isotopic values (for Doedicurus spp, Glyptodon spp, Glyptotherium) suggested either aquatic habitat or a high fermentation rate. Vizcaino et al. 2011 suggested that given the estimated low metabolic rate of Xenarthans but the relatively complex teeth of cingulates compared to sloths, that sloths have higher fermentation in digestive tract than glyptodonts. These animals were likely hindgut and likely hingut colon, since there are no large mammals that use caecums",Inferred from absence of evidence,NA,Mouth,,NA,soft,,Superina and Loughry 2011,NA,NA,NA,NA,NA,NA,NA,,,,,NA
Pantholops_hodgsonii,yes,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Estimated,1,NA,Reported Family,2,NA,"1, 104",NA,Mouth,,NA,hoofed,two-toed unguligrade,Kubo et al. 2019,0,0,0,0,Gregarious,NA,1,,,,,NA
Papio_anubis,yes,Reported,Global Ecology and Biogeography 18 :19-29 (2009),NA,NA,Estimated,14,NA,Reported Family,"2, 3",NA,14,NA,NA,,NA,soft,,Kubo et al. 2019,0,3,0,0,Mega-groups,NA,14,,,,,NA
Papio_cynocephalus,yes,Reported,Global Ecology and Biogeography 18 :19-29 (2009),NA,NA,Estimated,14,NA,Reported Family,"2, 3",NA,14,NA,NA,,NA,soft,,Kubo et al. 2019,3,3,0,3,Gregarious,NA,14,Rooting,,,14,NA
Papio_hamadryas,yes,Reported,Global Ecology and Biogeography 18 :19-29 (2009),NA,NA,Estimated,14,NA,Reported Family,"2, 3",NA,14,NA,NA,,NA,soft,,Kubo et al. 2019,3,3,0,3,Gregarious,NA,14,Rooting,,,14,NA
Papio_kindae,yes,Reported,"Wilson, D. E., et al., editors. 2013. Handbook of the Mammals of the World: 3. Primates. First edition. Lynx Edicions, Barcelona.",NA,NA,Estimated,NA,NA,Reported Family,"2, 3",NA,14,NA,NA,,NA,soft,,Reported morphology family,3,3,0,3,Gregarious,NA,14,Rooting,,,14,NA
Papio_papio,yes,Reported,Global Ecology and Biogeography 18 :19-29 (2009),NA,NA,Estimated,14,NA,Reported Family,"2, 3",NA,14,NA,NA,,NA,soft,,Kubo et al. 2019,3,3,0,3,Gregarious,NA,14,Rooting,,,14,NA
Papio_ursinus,yes,Reported,Global Ecology and Biogeography 18 :19-29 (2009),NA,NA,Estimated,14,NA,Reported Family,"2, 3",NA,14,NA,NA,,NA,soft,,Kubo et al. 2019,3,3,0,3,Gregarious,NA,14,Rooting,,,14,NA
